FacilityNumber_receiving,FIPS_1,POPULATION_2020
9892,40143005900,2693
16548,17115002100,1270
8678,48061013402,1928
38725,18169102500,4204
37223,18169102700,4132
30714,18169102900,3507
35555,39163953100,5204
28063,18169102900,3507
320,08041000302,4360
3647,08041004501,5938
7417,42107003900,4016
31914,48201310500,3755
4015,49035114500,7487
9570,22073010606,1431
26724,37127010900,5320
17256,45035010301,2127
35538,45001950500,5298
20662,37025042601,5626
19142,45063021402,3835
20409,45079010701,2677
10079,45079011702,3208
30275,39035108201,1287
36953,06019001700,6092
29844,34023007202,4640
22243,48453042400,11722
35000,48113020700,5178
20311,12031010301,8099
17266,36103145901,3458
11871,18173030501,3747
26293,37081011602,3140
10959,13081010500,1321
14286,37119004304,3878
34052,39155932500,3172
31893,17031842800,7637
7909,21047200902,3407
10645,13015960403,4425
22650,39153530105,2814
5675,12001001908,4718
17721,19153001900,4371
5499,19153000300,4440
36061,39153508000,5345
16180,48329010126,8928
13708,48375011700,4567
38803,01115040402,3923
14002,48201324102,0
31642,48183010401,3531
13177,48439114207,7302
1675,48041002009,5231
2166,17109011100,2700
25695,22071980100,8
10867,55025011700,4431
35227,34013007400,5474
29970,48121021415,9881
36696,48439111405,2725
19382,48113016533,3862
18966,,
18771,21093001003,4965
29584,05115951202,6002
7551,22121020200,3337
7100,01089011100,865
16540,08123002203,3340
28526,36011041300,3978
22487,39115968800,3028
8285,39127965801,3793
918,39091003800,3827
34797,29071800201,5231
31929,18167010602,2550
1245,18055954800,3436
14865,17161024101,3590
7775,53015980000,571
6229,53039950101,1407
16724,18073100800,4843
27673,27037060717,2408
13798,17031550200,2969
24802,18091041400,4688
6123,18049953200,3648
2025,34007610800,3288
27424,48113020402,6079
19068,05093010700,3652
18701,17135957500,2990
1200713,24510250500,5142
8868,13255161000,5828
15798,39153534000,7304
12296,39099812301,3888
20181,39153533200,5847
6523,39155921200,1883
10560,45079003100,3264
24392,53053060200,2247
1201998,,
18405,06013355107,5793
30859,41043020101,6162
137,22117950101,3947
36148,28049002700,1142
9215,28089030302,6636
1006005,46099000900,3495
12299,46099000100,6363
5286,54103030700,3927
479,25005653102,5250
29199,39155932802,3396
38850,42049001400,1504
38678,42049011400,3820
31946,33017084500,4380
25042,25005651200,2459
31484,42049001400,1504
35988,42123970600,3427
15557,39165032003,7490
27553,42049012202,4964
23242,42049012100,7438
17496,42049011702,5422
26408,42049011201,4478
25814,42049011801,2609
23290,42049000300,3684
29051,42049010201,5934
13685,42039110100,6222
33023,42049011300,3222
32370,42049010202,5305
30075,42049012201,5901
18770,42049011510,3086
27242,42049012001,2526
30731,42049011202,7342
21411,42049011400,3820
32965,42049012001,2526
26586,42049012100,7438
1793,42049011701,2910
30356,42049010301,4913
21944,42049012201,5901
8429,25023523201,2998
36186,42095017404,2146
38181,26069000101,1345
27457,25017383200,6591
4917,,
8264,20173008100,4718
1008267,16055000301,7280
36270,48409010500,1920
6841,49035113906,4888
12610,40109107303,1544
35950,42073011700,1992
3095,42129801200,5634
29715,42019903000,4723
32053,26163587900,7015
9302,47125101702,5572
37959,22005030302,5614
4208,31109010100,7176
28154,,
30006,18097310104,3576
1002311,06037573401,1575
15465,,
8961,06037500700,6582
18260,39035171204,2124
35570,17031831200,4832
15550,18163010600,1563
33107,17031841100,7356
30722,34007610300,2662
10011,36035970900,3480
20528,36045060901,3067
15319,48439106524,4584
4057,37019020101,2698
21100,25025160400,3878
33467,53053070310,5408
21790,19193001100,4578
18936,55073001600,6194
36081,05093010602,1710
21597,53035080500,3168
11371,53053073119,3446
28789,55017011100,4216
10861,39119911000,4785
7724,39099811002,7506
19723,42073011000,4798
14529,55105001201,5709
34283,01053970100,4600
23736,18053010400,2763
7211,20009971801,4796
24380,19041080200,5217
29001,36071013900,5189
1201170,36119014809,6255
16292,29510126600,2779
12706,29189213102,377
16629,29189214300,3714
35582,32031000105,2903
37185,55039040700,5522
33216,18017951800,3641
26519,18131958900,2535
27174,39041010530,3192
6291,21141960300,5797
29423,53045960800,4049
28181,41039004300,9742
23452,39079957200,4821
35741,01129044200,3610
19096,55141011100,3536
1000730,47149041601,3542
21682,13121012000,3408
33653,49035102900,5768
21776,48201333801,4188
13318,42011010803,5948
18513,39153530105,2814
9475,47145030500,4103
22320,17163504002,5511
27218,47131965500,2838
3168,20005081800,2705
26340,51143010803,2920
26856,08101003600,2131
35848,08101002200,1668
4551,17135957500,2990
25962,21111003700,2187
15382,09003504900,4342
18108,24033807404,5617
13588,24033801005,4217
8764,21111000300,2437
27920,25005646101,7837
25467,18003002200,4246
19110,36029005600,4682
32168,44007012200,7445
17066,12086001705,2109
21061,08001008402,5325
32821,42021012500,5814
1202832,38077970800,2140
25405,37081016506,4845
1695,26099241800,5296
36720,26099261500,3512
1408938,39095003100,1009
6477,29159480200,6418
24345,54069000700,879
2332,12009064601,7504
30879,39175938100,4407
28166,24033800102,3129
21754,48013960602,3781
21181,06071004004,5785
7758,06025012301,4493
14903,06071002706,14194
1006137,40121486600,3012
17929,51760060700,5187
18449,06037553601,4839
32565,06037206051,2591
26695,21145031501,2213
25749,05149952402,5561
31463,39171950600,4867
4470,24015030903,5607
27072,17031280400,1231
12066,17031843500,6030
36930,13089021823,3633
38435,48485013600,5906
11501,40109106200,1462
7791,27129790400,2642
10539,27129790400,2642
27924,20189965200,3915
24891,51001090201,3990
31766,45063021030,5186
25965,01073011901,2926
33294,39125960200,4206
7716,39113040303,5526
1002975,,
2294,55089630202,6055
32113,27053026103,2830
21698,42125741300,3857
31300,44003021100,5380
36327,18169102600,3036
26507,39093023100,3240
23169,47041920300,5606
9159,18113971700,6212
20274,18003011502,2663
37678,39103417200,7159
5803,18063210502,6095
29570,41065970700,1913
31641,06059021832,6735
30413,34025807600,3435
34811,46093020401,3336
21516,19137960100,1953
5796,47165020300,5425
24416,47037019300,3544
30467,21183920600,2018
5096,47119011003,2619
32527,42075003200,5402
11904,18097352700,2423
24665,17063000300,3350
32585,18005011500,9214
9956,47019070300,5747
14747,42107003200,5785
22950,39035196200,3832
33994,18173030704,5335
25709,37063001802,7548
9977,42051261100,2517
31717,39035177607,3778
11481,22055000700,2942
23414,53005010201,6203
6410,29095015200,2646
30918,44003021002,4686
3379,39039958600,3630
36929,17111871312,6393
31040,20173010302,9246
17956,39037570101,2968
8747,20113788300,2775
37267,29207470400,2550
9751,18177000400,4022
10810,13009970502,2650
13934,34031175900,3721
2854,53071920500,2656
26297,36047010100,4590
15363,34027040804,3846
16441,06037408402,6070
22060,49035111702,4407
30548,49049010131,5060
24434,49035113312,3859
30884,39035980100,5
23228,17021958300,3975
5576,27013170700,2554
26956,27013170700,2554
6577,22019003200,2076
2542,06071007800,6632
25269,42071011802,6132
5807,40109108005,2449
1003535,42021013000,2459
25538,18141012400,1791
10480,17043844401,4075
19874,48473680302,2911
666,48351950400,2867
21378,42069112000,4366
1001854,,
35779,20021958100,2597
9454,18133956000,3109
24336,21067003918,3065
5276,18063210502,6095
28161,39089759101,4665
1201656,48375014500,5574
21382,21111008100,3684
7349,18107956800,3033
2984,01103000400,4027
29413,53033009300,3611
26821,53033010900,1457
9185,55059002700,6533
33355,08031001901,3903
22173,28059042000,4810
16643,42081000900,2301
20219,06037229410,3471
19870,48297950100,4539
2968,26115830400,4001
23516,48201233701,5171
27769,48201320800,5023
35587,48113018801,4576
5324,06037461902,2142
27123,29189215001,2840
12627,39061006100,2781
18809,34027044502,4335
37144,42121200700,1944
22367,,
7274,20091052610,6246
19375,29510109700,1644
11006,18097360102,2826
26294,39055312203,4676
37595,37025042603,9240
1901,13121010125,3251
16338,13255160500,6830
13351,21111007400,2436
38224,39153510100,2711
19798,48113010001,2600
14855,55009010300,7289
9305,27003050228,6767
9593,55101002100,3343
23018,55075960100,3008
23502,25013810602,2573
28511,42007603500,1496
17437,22033004603,6383
28391,55079001400,2280
941,06037980033,89
15818,06037551102,5451
23,32003003318,6347
16834,06037540901,5324
14983,55127000103,2758
28683,17097866000,6842
39165,04013112512,566
1008080,48201254600,3691
37020,,
8561,36065020102,1359
1201142,36071010801,3979
4547,20209043905,1764
12302,19113003004,4052
22224,06087120200,4680
23184,36119003300,3993
39315,54031970101,2708
6424,04007001300,1044
340,,
9720,48245011600,2100
10436,48361021300,6081
28665,06059001503,5302
28657,37119001400,3594
38463,37169070101,3492
8043,01103005101,5146
37930,36061010200,283
1195,,
1000909,,
3891,,
21395,04013114302,2965
620,04015950500,1363
14732,42133023400,5799
35755,26139020400,4572
35770,20133951700,2366
9230,26163589300,3609
8326,26163983200,0
10212,42011000100,6076
25796,13135050306,4307
22565,36065026100,2542
23044,36017970101,3021
5630,36067011102,3906
19954,34017004800,4713
13505,36053030300,5363
12739,36043010202,3720
31718,36065022500,4742
31308,09001020700,4170
36174,26147623000,2986
24844,,
30408,01015001000,5718
17996,37153970900,5050
34502,48183010700,4569
17094,48113010602,3135
19056,31119961000,3013
1204525,,
22746,24031701211,6350
6852,48371950100,2093
7096,48201310800,2663
35127,37025042603,9240
30814,17115000502,2415
36607,26005032100,4663
39586,34001010700,5816
3489,36055014602,4983
28686,42125713700,4233
5200,29087960300,1680
33400,18035001700,1283
24155,19193003500,3860
1006569,17179022400,4671
15022,48157674002,4717
1002166,18097310105,3830
28044,17143002800,3280
17566,53033024302,3954
37456,39035107000,1658
21029,39035127501,2743
15580,05083950100,3942
20209,21111010406,6226
5793,18077966200,4670
36844,26163591502,3475
28774,40111000300,2738
1201237,39167020800,3512
10303,18117951400,3162
31649,25023503101,7405
1006210,34017020000,5303
24245,17201001900,3463
6306,45085001100,3753
8013,29189210600,6645
33088,18003011607,5687
11559,29219820107,3670
37663,,
9867,12057013604,1215
30321,42123970900,3366
2020,17119401701,2556
30037,17063000300,3350
1005784,17099964200,2288
35008,18089011400,1223
14607,12086009040,7103
11227,34013009200,3494
11849,18163010406,1972
14077,12031017400,2825
37477,13021013302,3996
34563,13021013900,2152
32308,48085030903,7763
24671,17031839900,4431
35990,37001021102,3587
27681,12057003700,1894
8753,47187051100,8608
15737,54039010400,1509
17583,26075005900,2942
16361,26075001200,2339
19570,47059090400,5475
12161,25021419800,4716
31957,33013043001,4242
27002,09009154600,4226
2397,12095016803,2860
3032,53063010403,3913
13608,39035102700,4074
33246,06037532303,4364
25979,31095963600,2951
37679,48085031902,3724
33887,42123971000,2042
29630,12127082302,3418
39261,48201222800,3320
24541,17031280400,1231
25337,04013116800,2559
11694,26125150500,3073
35309,32031003111,2357
35329,,
6642,29095015200,2646
6262,,
13862,29099700607,2779
27364,31023967600,3210
21161,08001008802,4375
15646,28087001100,1696
21520,45019003900,2973
2202,45085001801,3851
21702,17141961600,3295
31189,17103000200,3227
13784,51011040102,3524
28260,37127011000,4235
28055,47145030500,4103
31030,51680001800,2260
6570,51680001900,4900
5078,51750010202,2904
1201823,51007930200,6156
20486,26081011601,4378
17830,18113972400,4769
18858,51147930204,5264
7180,01077010902,3814
21531,41051007700,1949
31528,53053060200,2247
20853,45051050901,2368
19410,39167020400,2017
18341,39167020300,3623
6395,27163071400,8101
34675,47145030402,3836
21283,54069002600,2208
13020,54011000101,1617
31328,42085032402,1641
28214,19163013705,5165
1207180,48113020402,6079
22743,48071710202,12163
29134,29189215201,6657
5735,09009350101,4697
21475,29189215001,2840
29773,06037432201,4235
28965,42003448000,1162
5612,37051001401,3498
13763,17031839100,8234
6003,17105960600,4098
1207103,42079214600,4095
12156,51089010300,5223
21050,29077000700,4607
29967,47055920500,4557
11866,22055001408,2169
26937,48355005406,4585
36519,48409010900,5228
32591,48201252500,5051
33331,37119005301,3637
1001794,01089011100,865
8989,12073002603,4878
7305,12073002517,3245
22535,37129011100,2586
35719,22065960100,1739
19717,45063020100,2549
20375,15003008502,2364
6360,15003008611,62
2143,15003980300,16
30760,54033030801,2112
24640,42101014400,5111
5999,34025811102,7265
1623,18097358000,1363
3686,40145030406,5238
19901,17097863100,2563
1005311,37151031601,4357
18692,39113001900,4079
1000369,54061011100,2918
11708,42129806800,1495
2973,42133000600,2857
5039,42029305400,4180
336,42071013800,3850
18136,55079100900,3744
5549,39061002800,1234
1000182,17031829000,882
22846,36069050604,2545
11396,41067030501,5344
25848,39057200300,3796
36008,39109365200,3586
36297,48309003712,3136
1636,48309003712,3136
35809,47027955000,4910
29920,21053970203,1561
36409,21199930700,4830
9848,48029141700,6440
460,42003980600,19
17202,39099812400,2742
37799,42003458001,4333
20093,37099950300,5538
20854,13241970102,1252
1122,13237960302,2083
26795,47071920600,3333
23890,47085130200,1971
31647,51137110105,4815
38255,51069050900,5000
26889,48121021621,3634
29421,34023001505,2282
36963,48113014207,2656
28323,46027965800,2850
22156,34023005500,3618
1006259,33015107500,4878
3384,33015067505,1769
30063,18043071007,5195
25725,34003005000,6372
22343,24510200500,2254
4034,42101038000,2502
29580,39099813602,2468
1201408,42003499300,1678
35273,26163524600,1401
20064,39157022002,3339
15146,37067004005,4870
33662,39101000502,2600
34286,37153971100,3965
7019,06037408628,5146
33286,09001100100,5583
1781,36057072500,4166
3180,36091060800,5242
19946,26121004200,4052
23434,04013112514,5044
28401,05131000300,2334
16310,17031842800,7637
14768,51075400102,4072
15603,51550020903,2555
13410,51760060800,3572
28607,26025003700,4466
9006,55107960300,2287
23934,06013378000,3892
16491,39035160604,3431
20715,42107003200,5785
36813,51047930300,7819
9613,24033800800,3446
6558,17097863100,2563
24267,39061026300,1070
31922,39035114600,828
38108,39155921100,3443
16580,39035179102,2980
11833,24043000602,3455
5436,47107970103,3338
14282,13135050332,3031
12231,13121012300,2777
24957,18097342200,5454
3880,55133204201,2896
16619,39003013700,1095
15606,51019030602,3610
30135,51175200500,3364
15528,12103024512,3006
22626,39035156101,1424
23339,39169001100,1394
1201286,39151714902,3561
20279,24005452400,3315
